N,P,K,temperature,humidity,ph,rainfall,label
95,14,50,26.6333118,84.31756844,6.560443519,56.31866159,watermelon
8,15,33,28.97318719,98.09861043,5.50158009,213.9011021,coconut
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize
44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,papaya
38,68,54,29.33710543,90.81781439,6.739170045,202.0572747,papaya
23,59,25,27.826262300000003,88.73100226,6.320768488,56.68833819,mungbean
121,53,19,23.51308653,76.72621429,7.976889497999999,80.11272117,cotton
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,mango
91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,rice
76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,maize
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas
113,33,34,26.00373964,62.144510200000006,6.559817161000002,153.477776,coffee
57,60,84,19.1034283,17.26184541,6.586777189,75.49101167,chickpea
84,38,43,26.57421679,73.81994896,7.26158085,159.3223075,jute
15,36,27,27.78912455,53.96886679,5.6437102160000014,91.01152997,mango
130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,cotton
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice
102,73,54,26.4020227,84.41007614,5.720726906,111.0162259,banana
70,43,40,24.35564134,88.80391021,6.176860192,169.11680280000004,jute
25,22,25,33.56150184,45.53556603,5.977413802999999,95.70525913,mango
35,71,17,29.89286629,66.35375127,6.931924962999999,198.1403003,pigeonpeas
30,65,82,20.71424384,15.27824066,7.103798069,76.77888672,chickpea
115,12,52,27.51492243,94.96218673,6.685553129,21.01796432,muskmelon
19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,pomegranate
111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,cotton
9,16,39,18.41164435,91.11927248,6.101198974,105.1834976,pomegranate
63,47,35,26.98582182,89.05587886,7.432768147000001,193.8778713,jute
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,mungbean
17,64,17,21.02213209,24.93896255,5.662699104,124.6118471,kidneybeans
107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,cotton
40,64,16,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans
111,5,47,28.03306461,91.47355778,6.2744528110000015,21.17924769,muskmelon
61,68,50,35.21462816,91.49725058,6.7932454170000005,243.0745066,papaya
91,55,15,18.09300227,72.61024172,6.376651091,78.96159541,maize
29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,mothbeans
24,44,17,29.8596912,80.03499648,6.666380512000001,50.66487502,mungbean
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,coffee
71,54,35,26.63952463,70.95705996,7.311077075,199.3355744,jute
18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,mothbeans
32,14,37,22.73031253,88.48567856,6.825256236,104.6843243,pomegranate
17,43,22,30.06142622,45.90067655,5.498340807999999,41.0550915,mothbeans
84,55,38,26.8748389,79.78725152,6.956682742999999,173.1017097,jute
104,17,46,25.7131428,80.22972777,6.190015912000001,43.08961827,watermelon
78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,maize
125,39,21,25.03149561,82.21276599,7.954629324,95.0191318,cotton
98,27,27,24.71384065,51.29142534,7.238109556,197.6439711,coffee
23,75,25,31.07508973,47.19847683,7.077170002000001,91.31256412,pigeonpeas
13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,pomegranate
86,39,43,26.14576648,71.23690851,6.432051512,193.1007598,jute
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram
22,17,5,24.12188673,90.72351622,6.945562889,102.835632,orange
14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,mothbeans
114,8,52,29.34081108,94.5513539,6.419083092,28.22908103,muskmelon
59,60,84,19.03025305,18.66725565,7.690962337999999,94.70992037,chickpea
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,mango
91,12,46,24.64458469,85.49938185,6.343942518,48.31219031,watermelon
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,mungbean
61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,maize
29,70,15,30.33499674,63.54718862,6.872594461,74.16699119,blackgram
23,6,33,29.18032562,92.73041222,6.025789594,204.9603677,coconut
114,79,51,26.21009246,82.34429458,6.313197204,112.0700033,banana
46,76,77,18.2356751,19.68538502,6.967843048,83.74879344,chickpea
2,21,44,18.92157197,87.31290342,6.56893406,102.8013275,pomegranate
19,78,16,20.65375833,23.10538637,5.967533236,67.71768947,kidneybeans
1,62,23,15.43546065,18.37477907,5.607808432000001,139.0302034,kidneybeans
65,39,45,23.66805429,70.89000744,6.768001309,184.4633281,jute
1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize
97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,watermelon
57,68,81,17.17012591,17.30457712,8.081095263,72.78624223,chickpea
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,papaya
0,74,17,23.33375853,64.50515776,7.240988401,47.01510708,lentil
37,55,82,19.45591848,18.02235902,8.423873703,78.44910564,chickpea
39,65,53,35.33294932,92.11508608,6.560743092999999,235.6133585,papaya
116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,coffee
87,48,38,23.81579631,80.94023552,7.161865733,190.312216,jute
21,21,30,27.69819273,51.41593238,5.403908327999999,100.7720705,mango
20,23,11,31.8520694,90.12220323,6.407715561,109.9455062,orange
9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,pigeonpeas
111,39,22,22.60361557,80.35090459999998,6.135025006,88.57395505,cotton
4,59,19,26.25070298,67.62779652,7.621494566,40.8106299,lentil
40,22,29,27.55821802,99.98187601,5.735364307,174.62564809999995,coconut
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,chickpea
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,mungbean
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize
49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,blackgram
104,20,26,27.22783677,52.95261751,7.493191968,175.7260273,coffee
32,25,35,18.09903225,85.70786282,5.892913826,107.0050976,pomegranate
122,40,17,24.96440768,81.31677618,6.854558957,80.03995829,cotton
113,38,25,22.00085141,79.47270984,7.388265887999999,90.42224164,cotton
119,44,15,22.14593688,82.85975490000001,7.091992365,60.65381719,cotton
19,24,15,20.48954522,93.72485075,7.137136973,111.83919509999998,orange
12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,orange
8,6,33,28.27804288,93.64761266,6.095261012999999,171.9457959,coconut
98,26,52,27.33897716,90.69759008,6.150090898999999,28.69113835,muskmelon
73,45,37,23.70467146,74.63745355,6.742688094,181.2783964,jute
22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,pigeonpeas
34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,coconut
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,mango
120,24,47,26.98603693,89.4138489,6.260838965,58.54876687,watermelon
61,41,35,24.97178693,79.47557931,6.842966478999998,195.7571622,jute
107,51,22,24.86560781,78.22080815,5.983075895,79.56866268,cotton
29,11,5,23.13338811,91.94670335,7.639788459,104.4224145,orange
35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,blackgram
94,37,41,24.7634518,87.06071115,6.4635387070000005,179.1630865,jute
115,17,55,27.57826922,94.11878202,6.776533055,28.08253201,muskmelon
118,44,23,22.08458267,82.82904143,6.6916904760000016,67.06459777,cotton
12,63,17,18.358923,19.37703396,5.717143397,138.414764,kidneybeans
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,mungbean
27,30,5,32.71748548,90.54608254,7.656978112000001,113.328978,orange
66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,papaya
37,79,19,27.54384835,69.3478631,7.143942758,69.40878198,blackgram
5,18,14,33.105698100000005,93.48447453,7.434118807000001,119.1709113,orange
117,25,53,29.11858526,92.12543021,6.413927319,24.52020164,muskmelon
83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,banana
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,mungbean
5,45,21,28.36291385,88.00989267,6.487124217000001,43.05130077,mungbean
98,26,49,27.29035669,90.53330091,6.130160472999999,23.49535234,muskmelon
14,22,9,17.24944623,91.13772765,6.543191814,112.50905159999998,orange
12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,orange
100,10,53,24.54356968,84.60808277,6.211748957,42.00660251,watermelon
99,19,33,27.536454700000004,55.51673151,6.273741983,130.6377143,coffee
96,18,50,25.3310446,84.30533791,6.904241707000001,41.53218699,watermelon
54,66,52,36.56769731,93.79503425,6.867554147000001,104.4218596,papaya
31,8,7,34.51465139,93.63812684,7.163245982,103.5684926,orange
33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,coconut
112,49,25,25.68959532,77.90621048,6.470135478,66.19426787,cotton
106,21,52,28.89578588,94.78993038,6.286515359,23.0362503,muskmelon
98,18,27,27.56088634,68.49299897,6.516312148,167.43580749999995,coffee
116,28,34,23.44372334,60.39523266,6.42321105,122.2103248,coffee
133,50,25,25.72180042,81.19666206,7.569454601,99.93100821,cotton
72,42,43,26.56767277,80.90424543,6.352771037,181.2915605,jute
31,58,15,28.31886863,60.19461399,6.167855382000001,45.36521251,lentil
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,mungbean
107,71,55,29.42017919,83.96754496,6.088064451,117.229079,banana
62,56,35,25.97825807,81.65769588,6.235357637999999,163.3488091,jute
16,51,21,31.01963639,49.97675220000001,3.532008668,32.81296548,mothbeans
20,60,25,27.3254209,69.09047809,6.726469087999999,61.19250859,blackgram
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,mungbean
37,36,27,27.552973600000005,47.90859131,5.910634533,90.40332704,mango
108,26,52,28.82629037,94.26765349,6.201797639,26.23838511,muskmelon
91,21,50,24.33528185,81.44030363,6.762030215,48.32113628,watermelon
23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,mothbeans
21,26,27,27.00315545,47.67525434,5.6995869720000005,95.85118326,mango
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,mothbeans
117,27,48,26.53259325,82.39053979,6.835268183999999,54.30660782,watermelon
140,45,15,25.5308271,80.04662756,5.801047545,99.39557151,cotton
59,58,17,28.546224,66.31394098,7.368318809,62.83469851,blackgram
61,41,44,24.36972377,82.11319791,6.537914957999999,159.92109340000005,jute
37,24,13,19.14381903,90.71037456,7.8546243,108.0230792,orange
24,37,21,30.573999,58.22686794,5.818219385,62.74803826,mothbeans
75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,maize
93,83,46,29.38254012,83.50423735,5.765308943,109.2486647,banana
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,mungbean
114,30,51,29.24908541,90.06998135,6.069171847000001,25.93496537,muskmelon
27,60,17,26.41768321,63.64698302,7.026795358999999,64.42177127,blackgram
21,21,38,22.5526059,89.32594859999998,6.327673765,104.8955643,pomegranate
37,5,34,25.79490531,93.84150618,5.779032666,152.42387119999995,coconut
67,43,38,25.21622704,70.88259632,7.299304715,195.8645552,jute
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,papaya
8,25,36,19.91330523,94.95031368,6.828522375,104.0277061,pomegranate
40,5,32,26.07010807,96.7036223,5.981169595,143.533473,coconut
82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,banana
27,76,83,19.12829388,14.92241479,6.289614016,89.61857826,chickpea
17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,pigeonpeas
18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,lentil
4,20,41,24.26601316,93.7974061,6.537042717,104.5375109,pomegranate
6,66,15,34.93174223,30.40046769,6.3458060110000005,159.2649827,pigeonpeas
8,58,17,28.75273118,69.15640149,7.286049977999999,35.15426171,lentil
100,56,40,26.38905406,83.31240346,7.433313409,176.1516409,jute
99,6,45,26.12588914,86.5507939,6.000975617000001,40.71210074,watermelon
105,88,54,25.78749808,84.51194224,6.020445317,114.2005455,banana
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,mungbean
88,52,39,23.92887902,88.07112278,6.880204617,154.6608736,jute
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,mungbean
86,76,54,29.3159075,80.11585705,5.926824754,90.10978128,banana
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,coconut
23,57,19,32.83963757,67.99803573,7.251000789,73.40452716,blackgram
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,blackgram
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize
26,63,17,29.87854588,65.73085206,6.950300686,44.95654782,lentil
23,21,26,26.45488737,93.45042636,5.901495543999999,149.2220255,coconut
36,67,25,35.95176642,36.52780776,6.418062652000001,136.0456753,pigeonpeas
29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,mothbeans
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,mango
117,81,53,29.50704598,78.20585613,5.507641777999999,98.12565829,banana
18,21,35,23.2801227,94.94330457,6.368560522,111.1382096,pomegranate
12,66,20,27.41434987,63.41785982,7.336117221,44.43177543,lentil
59,55,79,20.36720401,16.89574311,8.766128654,82.2545577,chickpea
77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,maize
85,89,51,29.21144871,84.70189923,6.1581644220000005,108.5501443,banana
78,43,42,21.32376327,83.00320459,7.283736617000001,192.3197536,rice
111,79,53,28.31193338,75.77363772,6.165001277999999,119.695765,banana
34,71,79,17.927806,15.85622899,7.728998197,74.63872762,chickpea
37,18,30,27.63551259,99.34854917,6.38488418,157.91715369999997,coconut
9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,pigeonpeas
16,75,21,18.50692825,23.61670065,5.679224346,87.05132890000002,kidneybeans
20,77,23,34.87248659,38.83786012,5.180271502,148.25027859999997,pigeonpeas
107,58,15,23.73868041,75.77503808,7.55606399,76.63669195,cotton
36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,pigeonpeas
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,mungbean
1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,coconut
80,26,55,24.53442564,88.989272,6.140099215,49.11618732,watermelon
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,mango
51,57,55,24.70528368,90.14732171,6.6764073370000006,108.4103158,papaya
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,mungbean
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,mango
33,12,8,25.26052689,90.31153735,6.822282114,117.36952959999998,orange
28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,mothbeans
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize
83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,rice
95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,watermelon
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,mango
11,45,19,28.70012137,44.359648,3.828031463,44.11622138,mothbeans
16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,pigeonpeas
54,77,85,17.141861399999996,17.0662427,7.8292111439999985,83.74606679,chickpea
2,72,18,26.57597546,60.97876599,7.836719564,50.89110726,lentil
49,71,76,19.71098332,17.63879418,6.613072145,85.57925437,chickpea
14,67,25,25.28710601,60.85993533,7.241151936,49.37369982,lentil
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,mango
40,27,45,21.66024980000001,94.79397419,5.885638185,112.4349689,pomegranate
36,68,20,17.06104474,23.77201471,5.86442953,81.83420522,kidneybeans
70,42,43,23.16814977,76.66724969,6.508342839,157.1215052,jute
28,65,23,28.38686534,61.88871127,7.405176138,74.24459122,blackgram
84,40,42,26.2830571,73.35763537,6.704273839,186.6898282,jute
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,kidneybeans
76,56,39,24.39459498,89.89106506,6.551130445,197.1220049,jute
117,86,53,25.19640218,83.55829874,5.703381727999999,115.8586081,banana
82,18,48,29.09588297,94.16748386,6.1590508160000015,26.70581328,muskmelon
75,56,44,25.2746335,73.7459581,6.109478059,168.0432282,jute
50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,papaya
10,71,18,19.54284889,66.34777265,6.151029296,173.11069819999997,pigeonpeas
99,15,27,27.41711238,56.63636248,6.086922359,127.92461000000002,coffee
26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,lentil
28,58,24,19.72702528,18.28173015,5.748190462999999,143.7630894,kidneybeans
99,73,53,26.29039046,81.06003778,5.8717022110000014,118.6730366,banana
36,76,75,18.38120357,16.63805158,8.736337905,70.52056697,chickpea
39,58,85,17.88776475,15.40589717,5.9969320370000005,68.54932919,chickpea
26,9,32,25.9490364,94.73860514,6.470465614,144.15711090000005,coconut
21,80,20,28.20667264,68.27085245,7.350869792,64.32887142,blackgram
16,73,19,18.41645629,34.80541039,4.684079249,163.27474730000003,pigeonpeas
34,80,19,31.49338309,63.0563645,6.521217963,71.48327008,blackgram
18,30,29,26.762749300000007,92.86056895,6.4200187170000005,224.5903664,coconut
87,44,43,23.87484465,86.79261344,6.718725189,177.5147313,jute
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,mango
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,mungbean
37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,orange
92,85,51,29.22118628,81.08183635,5.740764682000001,108.8616474,banana
93,85,49,27.96799119,79.28625709,5.694243847,119.4765557,banana
16,29,13,32.31944397,93.67804556,6.196907944,117.6236473,orange
30,13,25,27.15116142,91.48889469,6.413184638,164.9182225,coconut
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,mango
52,60,79,19.45339934,18.23490739,8.380185271,75.6317566,chickpea
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice
22,67,22,29.03017561,64.49166566,7.475926645,54.93937710000001,lentil
22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,mothbeans
34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,papaya
45,58,49,30.10773379,90.34546355,6.827812549,75.24521981,papaya
114,20,26,25.55656667,62.67087838,7.27905689,193.5866233,coffee
0,23,15,22.56664172,93.37488907,7.598729065,109.8585753,orange
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize
0,18,14,29.77149434,92.00719952,7.207991261,114.41617859999998,orange
39,30,38,20.12644921,87.59629625,6.965156737999999,108.065579,pomegranate
31,51,25,27.53592929,85.57019009999998,7.196774236,53.01899249,mungbean
24,18,6,26.56608303,94.45239715,6.285312759,116.3796525,orange
3,78,18,20.21368219,68.65257685,6.887130053,50.89732989,lentil
35,57,83,19.48316794,17.44534641,7.476800943,80.4986291,chickpea
67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,rice
31,79,25,23.18864385,22.3104551,5.902033406,63.38208822,kidneybeans
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,mungbean
6,69,19,26.88630675,41.69617915,4.7509292180000005,94.46748008,pigeonpeas
82,13,52,27.11535046,94.86907886,6.442810053,26.51924782,muskmelon
59,70,84,17.3348681,18.74926979,7.550808267000001,82.61734721,chickpea
14,76,20,29.05941162,62.10652364,7.042474679,36.5011366,lentil
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,rice
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,mungbean
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,coconut
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,mango
16,14,30,29.70931288,96.30484325,6.37466756,209.84539930000005,coconut
21,63,17,25.08966129,68.17543102,6.559681838,41.45486619,lentil
81,30,48,28.52379742,92.09688432,6.041027474,29.86681385,muskmelon
27,10,33,27.81132822,97.48410555,6.465906333,154.06212209999995,coconut
9,57,24,29.89232778,89.71503316,7.165121108999998,42.99498978,mungbean
112,17,28,27.62975458,61.26002598,6.777417989,196.6492664,coffee
21,63,22,25.09737391,67.72837887,6.859409487000001,74.61649888,blackgram
91,94,46,29.36792366,76.24900101,6.149934034,92.82840911,banana
28,76,82,20.56601874,14.25803981,6.654425315,83.75937135,chickpea
109,31,27,23.05951896,50.40609436,6.973839707000001,164.4971875,coffee
100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,banana
28,68,19,34.63880966,61.38597868,7.69950698,72.43169115,blackgram
39,64,53,23.012401800000006,91.07355541,6.598860305,208.3357976,papaya
100,35,36,25.31042337,72.01364411,6.346715209,190.5577618,jute
39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,mothbeans
12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,mango
0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,mothbeans
2,30,30,26.00175125,94.79998418,6.331051715,209.540094,coconut
33,77,15,23.89736406,66.32102048,7.802212437,40.74536757,lentil
33,77,21,30.32992227,65.62971858,7.01285529,71.64631281,blackgram
35,63,76,17.81564548,17.60756635,7.714153037999999,90.82097601,chickpea
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice
82,20,54,29.34033587,90.01506395,6.541150335,21.44532907,muskmelon
36,58,25,28.66024187,59.3189118,8.399135957999999,36.92629678,mothbeans
116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,watermelon
27,80,15,19.07096165,21.21092266,5.7883869510000014,86.21917578,kidneybeans
39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,pomegranate
91,7,52,25.07803672,83.46230461,6.405054243,56.39962921,watermelon
34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,pigeonpeas
27,61,15,25.2653291,67.10004577,6.958054839,48.33941188,lentil
40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,orange
0,19,33,27.1326009,95.23797989,6.234458417000001,204.7206567,coconut
29,68,23,24.1638445,19.27907819,5.82738029,116.7324324,kidneybeans
3,69,23,28.67408774,63.18832976,7.299360767,42.96018627,lentil
107,22,54,27.99611732,90.84660317,6.630301421,21.61893763,muskmelon
129,43,16,25.5503704,77.85055621,6.73210948,78.58488484,cotton
62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,maize
117,43,25,24.68854799,78.51206972,7.839849298,69.31153566,cotton
29,22,40,23.62600218,89.73266695,6.145104401,107.6836871,pomegranate
3,18,31,31.65333432,48.20662669,6.392313972999999,91.09745581,mango
13,16,8,34.74004942,93.12316972,6.949838549,100.1967854,orange
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize
67,68,49,35.26824831,92.38282957,6.821774589,149.8488208,papaya
5,59,15,18.87492997,20.18238348,5.97229163,134.1811718,kidneybeans
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,watermelon
11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,mothbeans
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize
111,53,19,23.96436009,78.02763149,6.419536555,84.63148859,cotton
94,89,48,28.55980972,84.51602322,5.653437902,111.0843029,banana
76,54,45,24.29496635,77.62976013,6.176618831,184.9800516,jute
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,mango
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,mango
120,8,46,29.55657523,90.70937262,6.732834334,28.36535596,muskmelon
37,18,39,24.1469628,94.5110662,6.424670614,110.2316633,pomegranate
65,62,51,31.53243779,90.87394933,6.5116248410000015,207.0735119,papaya
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,mango
